,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24
Tiago Splitter 2016,-5.087,4.523,-1.432,-2.020,2.322,-0.525,0.687,-1.168,-0.212,-0.113,-0.313,2.103,1.462,-2.726,0.473,-0.179,-1.381,-1.883,0.175,-0.934,-0.640,1.087,-0.513,-1.134
Nik Stauskas 2016,-3.862,-3.553,1.419,-1.042,-1.944,-2.245,0.299,-0.920,-0.505,0.462,0.269,-0.709,0.190,0.092,-0.166,0.607,-0.507,0.277,-0.259,-0.124,0.905,0.629,0.147,-0.119
Lance Stephenson 2016,-1.132,-0.382,-3.933,0.804,2.850,-1.824,2.115,0.163,1.315,-0.742,-0.142,-0.491,0.797,1.193,1.061,-0.268,0.191,-1.044,1.020,0.402,-0.476,0.387,-0.084,-0.110
Amar'e Stoudemire 2016,-3.007,5.992,-0.415,0.174,2.559,1.088,0.058,-0.133,-2.123,0.142,-1.178,0.085,1.133,-0.699,-0.266,-0.260,-0.314,-0.125,1.225,-0.330,1.211,1.128,-0.935,-0.283
Rodney Stuckey 2016,-2.315,-1.083,-2.932,1.071,0.648,1.051,0.495,-1.153,0.206,-0.146,0.576,0.383,-0.894,-0.618,-0.286,-0.235,0.295,0.871,0.030,-0.054,0.718,0.212,0.364,-0.149
Jared Sullinger 2016,4.162,3.495,-0.158,2.368,-3.273,1.929,1.942,0.510,-0.494,-2.800,0.212,1.474,-0.133,0.937,-1.374,1.092,1.458,-0.561,0.180,0.190,-0.764,-0.107,-0.334,0.042
Jeff Teague 2016,5.623,-4.574,-3.057,-3.406,-0.541,-0.197,-1.438,-0.733,-0.364,0.433,0.139,-0.613,-0.129,0.022,-0.115,-0.100,-0.017,0.840,0.470,-0.725,-0.557,0.326,-1.185,0.121
Mirza Teletović 2016,0.347,-3.268,4.752,0.674,1.143,-2.305,-0.848,0.910,-1.483,-0.138,0.568,0.329,-0.309,-0.474,-0.194,0.503,0.841,-0.372,1.478,-0.093,-0.562,-0.927,-0.051,0.195
Garrett Temple 2016,-2.912,-2.444,1.792,-1.494,-2.408,0.500,-0.008,-1.133,-0.075,0.085,0.079,0.245,-0.473,-0.326,-0.135,-1.287,-0.161,-0.366,0.020,0.039,0.171,-0.191,-0.070,-0.406
Jason Terry 2016,-5.395,-4.503,1.473,-0.037,0.568,0.684,-2.347,0.595,-0.230,-0.368,0.267,0.456,0.332,-0.194,0.472,-1.778,0.099,0.695,0.804,-0.294,0.951,-1.573,-0.142,0.466
Isaiah Thomas 2016,10.501,-6.393,-0.900,-2.704,1.674,-1.566,-1.277,-2.993,-0.221,0.487,-0.356,-0.131,-0.928,-0.430,-0.772,0.188,-1.315,1.728,-0.724,-0.772,-0.778,-0.568,-0.116,-0.275
Lance Thomas 2016,-3.970,-0.671,-0.350,2.268,0.427,-0.994,-0.154,-1.438,-0.246,-0.068,-0.191,-0.877,-1.277,-0.350,-0.317,-1.004,0.293,-0.174,0.062,0.258,-0.399,0.449,-0.376,0.010
Hollis Thompson 2016,-2.544,-3.251,3.539,1.075,-2.588,-2.524,-0.214,0.014,-1.052,0.328,-0.277,-0.316,0.123,-0.036,-0.350,0.160,0.517,-0.358,-0.156,-0.095,-0.114,-0.626,-0.110,-0.123
Klay Thompson 2016,8.823,-7.107,6.863,4.058,-0.294,-1.544,-0.621,-0.701,-0.564,2.058,-1.017,0.529,1.861,-0.331,1.072,1.572,-1.270,0.210,0.275,-2.485,-1.175,1.636,0.914,-0.212
Tristan Thompson 2016,2.575,8.919,1.473,-2.534,0.140,-1.193,-1.841,-2.807,-1.524,-1.276,-0.532,1.500,-0.598,1.387,-0.277,-0.787,-0.500,-0.731,-1.173,0.718,0.508,-0.277,0.830,-0.500
Marcus Thornton 2016,-3.449,-3.431,0.149,0.409,1.568,-1.699,0.225,0.297,1.029,-0.340,-0.246,1.304,0.658,0.919,0.137,-0.314,-0.276,-0.120,1.074,-0.251,0.107,-0.413,0.216,-0.077
Anthony Tolliver 2016,-5.498,-1.553,5.719,-0.082,0.736,0.426,0.734,-0.139,-0.615,-0.642,0.397,0.210,-1.294,0.852,0.429,0.405,-1.138,2.369,0.072,1.088,-0.890,-0.778,0.025,-0.028
Karl-Anthony Towns 2016,11.286,5.918,1.104,4.574,-2.328,0.692,1.339,-0.088,0.026,-2.229,0.634,-1.849,2.387,0.901,-1.892,0.347,1.474,-0.294,-0.490,0.007,-0.045,-0.095,1.519,-0.226
P.J. Tucker 2016,0.103,0.210,0.655,-2.484,-3.738,0.453,-0.137,0.273,-0.803,-1.823,-0.746,1.138,-1.604,0.732,-0.202,-1.440,0.196,-0.476,0.160,0.053,-0.043,0.288,-1.184,1.061
Evan Turner 2016,2.936,-0.729,-4.096,1.564,-1.366,2.893,-1.649,0.624,-0.383,1.323,1.667,-0.155,-2.073,1.108,2.151,1.327,-1.089,-0.517,0.047,-0.768,0.359,-0.148,-0.594,-0.430
Myles Turner 2016,0.920,4.768,-0.107,5.359,-1.040,1.830,2.038,-0.242,0.628,1.443,0.470,-1.712,1.549,0.167,-0.978,0.875,1.040,-0.453,-0.464,0.184,0.317,0.004,0.018,-0.771
Beno Udrih 2016,-6.925,-1.992,-4.103,2.035,0.874,1.367,-0.302,0.715,-1.460,-0.516,0.715,-0.854,-0.538,1.350,1.279,-0.786,-0.327,0.729,-0.468,-0.956,0.964,0.447,-0.452,-0.283
Jonas Valančiūnas 2016,4.953,9.024,0.280,0.751,1.906,-1.683,-1.043,0.488,-0.820,0.075,-0.813,0.373,0.230,1.529,-1.209,-0.466,-0.540,-0.083,-0.157,0.552,0.120,0.407,-0.226,-0.651
Rashad Vaughn 2016,-8.748,-1.837,0.402,1.547,-3.131,-1.047,0.861,-0.818,0.830,0.433,0.517,1.116,-0.802,0.152,-2.117,1.486,-1.507,1.916,-1.804,-1.067,0.266,-0.388,-0.701,-0.401
Charlie Villanueva 2016,-5.882,0.016,1.227,1.197,0.408,-1.519,-0.386,1.600,0.416,-0.414,1.234,0.864,-0.384,-0.407,0.212,0.976,0.121,1.091,2.232,0.630,0.479,-0.097,-0.770,0.009
Noah Vonleh 2016,-5.066,3.416,-0.106,0.808,-2.713,-0.177,0.493,-0.822,-0.890,-0.392,-0.222,-0.179,-1.264,1.461,-0.586,1.064,0.492,0.245,0.279,0.930,-1.287,0.650,-1.290,0.766
Nikola Vučević 2016,8.484,4.549,-2.458,6.854,-1.242,0.900,0.244,1.869,0.594,-2.097,-0.238,0.845,2.145,0.059,-1.278,-0.081,0.909,-0.217,-0.148,0.174,-1.066,0.374,0.520,-0.943
Sasha Vujačić 2016,-5.859,-2.523,-0.024,-0.003,-0.571,1.528,2.912,-0.705,-0.609,-1.876,1.334,0.891,-0.258,0.095,-0.366,0.059,-1.820,0.307,0.723,0.160,-2.192,-0.935,0.507,0.731
Dwyane Wade 2016,9.251,-1.076,-6.415,2.954,0.343,0.536,-1.063,-1.450,0.816,-0.093,1.441,0.530,0.482,-1.785,0.531,-0.904,-0.459,1.131,1.079,-0.043,0.029,0.089,-0.647,0.200
Dion Waiters 2016,-1.157,-3.719,-1.065,-0.198,-2.847,0.082,0.397,-1.626,-0.120,0.037,-0.051,0.639,0.068,0.468,-0.919,-0.130,0.582,0.130,1.087,-0.378,0.443,0.701,-0.166,-0.233
Kemba Walker 2016,9.607,-6.825,-0.283,-2.363,0.797,0.988,0.392,-2.225,-0.109,0.450,0.693,1.867,0.813,0.472,-1.267,0.544,-0.225,0.691,-0.206,0.282,0.638,0.562,-0.061,1.035
John Wall 2016,10.370,-6.114,-4.574,-2.834,-1.740,2.736,2.479,-0.512,-1.161,-0.541,-0.145,-1.388,2.103,-0.113,0.350,2.017,0.556,1.437,0.231,0.003,0.299,0.069,-1.754,0.810
T.J. Warren 2016,-1.795,0.663,-0.590,3.247,1.635,-0.098,-1.012,-0.121,2.917,0.827,-1.306,0.154,-0.053,1.294,0.572,-0.002,0.057,-0.872,-0.271,-0.359,-0.436,-0.447,-0.418,0.121
C.J. Watson 2016,-7.202,-1.729,-2.868,0.106,0.609,0.868,0.602,0.103,-0.141,-0.168,0.434,0.067,-0.621,1.229,-0.224,-1.966,0.277,1.757,-0.774,0.378,0.386,0.219,-0.247,-0.270
David West 2016,0.671,3.400,0.387,3.625,1.060,5.270,-0.921,0.520,0.232,-1.468,0.550,-0.962,-0.087,-0.920,-0.598,-0.406,1.025,0.620,0.848,-0.578,-0.858,0.072,-0.032,0.164
Russell Westbrook 2016,17.247,-4.439,-4.207,-4.839,1.666,2.598,-0.254,-0.634,-1.090,-0.874,-0.110,0.439,-1.932,1.086,0.629,1.701,-1.276,0.436,-0.733,-0.904,-0.345,-0.948,-1.640,-0.925
Hassan Whiteside 2016,9.926,12.771,2.471,-1.242,0.537,1.269,0.307,2.413,-0.144,2.954,3.153,-1.797,3.215,0.950,-2.868,-1.052,-1.815,0.711,0.559,0.711,2.201,-0.950,1.628,0.684
Andrew Wiggins 2016,8.148,-1.163,-2.578,3.341,-1.354,-2.675,-0.121,-4.555,1.859,1.330,-0.168,-0.872,-0.155,-1.450,-0.651,-0.617,0.762,0.335,-0.553,0.072,1.136,-0.039,-0.064,0.189
Deron Williams 2016,2.196,-4.928,-2.400,-0.388,-0.337,-0.171,-0.601,0.613,-1.491,-0.272,-0.154,-0.865,0.068,-0.703,-0.309,-1.148,0.177,-0.094,-0.251,0.408,-0.476,-0.075,-0.482,0.399
Derrick Williams 2016,-0.728,0.456,0.371,0.835,2.169,-1.085,0.376,-3.188,-0.055,-0.286,1.310,0.399,-1.742,0.842,0.206,1.155,0.010,0.667,0.905,0.364,0.448,0.271,-0.106,0.189
Lou Williams 2016,2.263,-4.666,-0.690,-0.949,3.077,-1.245,-0.036,-2.264,-0.627,1.474,0.846,0.247,-1.726,-1.266,-1.634,-1.827,0.306,-0.685,-0.831,0.524,1.425,-0.939,1.024,1.040
Marvin Williams 2016,2.876,-0.557,5.761,0.107,0.107,0.536,-0.788,1.334,-1.010,-0.824,1.043,1.224,0.267,1.282,-2.002,-0.701,0.537,0.606,-0.667,-0.351,0.928,1.127,-0.934,0.885
Mo Williams 2016,-4.611,-3.483,-3.027,1.853,1.732,0.645,0.454,0.490,-1.166,-0.990,0.888,-0.415,0.922,0.529,-0.120,-1.121,-0.337,-0.198,0.379,-0.271,0.534,-0.168,0.130,-0.426
Justise Winslow 2016,-2.030,1.576,0.050,-0.987,-3.815,0.410,0.225,-0.821,0.457,-0.655,-0.227,-0.250,-0.951,-0.082,-0.554,1.086,0.456,-0.195,-0.482,0.340,0.188,-0.002,0.503,-0.698
Jeff Withey 2016,-4.013,6.998,0.516,-0.802,2.910,1.698,-0.150,0.073,-0.348,2.765,-0.971,0.591,0.991,-0.553,-1.073,1.056,0.017,1.209,0.240,-0.062,-0.399,0.568,-0.566,0.464
Metta World Peace 2016,-7.179,-1.072,-1.316,-0.119,-0.200,-0.987,2.823,0.777,-0.153,-0.580,1.832,2.298,-1.575,-0.447,-1.579,-2.570,-1.601,0.066,1.122,-0.629,-0.484,0.524,-1.699,-0.472
Nick Young 2016,-6.427,-4.027,0.582,1.958,0.172,-1.705,1.382,-0.673,-0.872,0.234,1.087,1.735,-0.548,0.952,-0.757,-0.901,-0.565,1.516,-0.155,-0.294,0.642,-0.567,-0.532,0.143
Thaddeus Young 2016,6.483,4.804,-1.948,1.047,-3.426,-1.374,-2.564,2.125,3.163,-3.785,-1.326,1.882,0.523,-1.350,-0.785,-0.606,0.734,0.281,0.247,0.604,0.537,0.473,1.317,0.415
Cody Zeller 2016,1.523,6.680,1.359,-1.606,-0.522,0.595,0.532,-2.543,0.822,-0.023,-0.361,-0.545,-0.602,-0.776,-0.642,-0.626,0.896,-0.651,-1.279,-0.429,0.626,0.148,-0.721,-0.509
Tyler Zeller 2016,-3.819,5.164,-1.014,1.906,1.492,-1.012,0.678,-2.219,-1.622,0.173,-0.943,0.674,0.689,-2.244,-0.621,1.472,-0.301,0.536,0.092,0.428,-0.827,-0.825,-0.172,0.047
Álex Abrines 2017,-5.802,-3.413,3.011,-0.188,0.140,-0.327,-0.537,-0.394,0.547,0.017,0.017,0.440,-0.610,0.313,-1.911,-0.144,0.188,-0.354,-0.466,-0.679,0.226,-0.555,-0.767,-1.341
Quincy Acy 2017,-5.882,0.396,1.681,-0.360,2.496,-0.927,2.178,0.283,0.502,0.291,0.859,-0.059,-1.124,0.321,-0.482,-0.594,-0.297,-0.204,-0.854,-0.940,0.006,0.500,0.312,-0.609
Steven Adams 2017,5.066,8.483,-0.657,-2.675,-2.301,-2.033,-3.736,-0.272,1.100,0.401,-0.834,1.942,0.824,-0.327,0.287,-1.375,1.380,1.179,-1.052,0.551,-0.332,0.307,-0.114,-0.087
Arron Afflalo 2017,-4.126,-2.688,-0.075,3.530,0.080,-0.288,-0.929,-0.868,-0.670,0.203,0.519,-0.468,-0.651,0.085,0.503,-1.784,-0.027,-0.806,-0.840,0.205,0.736,0.262,-0.681,0.369
Alexis Ajinça 2017,-4.765,5.554,-0.817,1.974,1.079,1.081,1.101,0.852,-1.092,1.081,-2.387,0.709,0.168,-0.579,0.617,0.736,0.164,0.798,0.854,1.878,0.388,0.632,-0.299,-0.043
Cole Aldrich 2017,-6.345,5.967,-1.099,-3.220,1.191,0.603,-1.129,0.028,-0.545,1.595,1.401,3.474,1.658,-2.444,0.937,1.273,1.592,-0.829,0.232,-0.461,-1.704,1.174,0.368,0.075
LaMarcus Aldridge 2017,8.618,2.948,-1.076,7.671,-0.981,2.120,1.031,-0.860,0.406,-0.488,2.310,0.432,1.082,-0.200,0.098,-1.230,0.173,-0.416,0.260,-0.190,-1.303,0.496,-0.193,-0.179
Lavoy Allen 2017,-5.603,5.143,-1.017,1.415,0.614,0.852,-0.391,-0.647,-2.363,-0.903,-1.043,2.061,1.197,-1.367,-1.613,1.247,0.424,0.619,-1.306,0.109,-0.255,-0.782,-1.224,0.511
Tony Allen 2017,0.414,2.998,-0.802,-2.670,-3.297,1.420,0.855,-0.881,2.187,-1.881,-2.187,1.525,-0.747,-0.111,0.482,-1.640,-1.117,0.982,1.467,-1.965,-0.191,-0.543,-1.317,1.130
Al-Farouq Aminu 2017,-1.462,0.548,1.452,-1.717,-1.638,-0.522,2.288,1.535,-0.463,-0.828,0.732,0.448,-1.267,0.521,-0.414,0.795,-0.506,0.586,-0.168,-0.197,1.144,0.328,0.601,1.000
Justin Anderson 2017,-4.294,0.479,0.321,-1.208,1.316,-1.147,0.863,-0.196,1.675,0.604,1.375,0.752,-0.270,-0.006,0.694,1.332,0.827,0.099,1.313,0.207,-0.525,-0.391,-0.035,-0.034
Kyle Anderson 2017,-4.155,2.163,-0.106,-0.950,0.816,3.585,-0.973,0.422,1.612,0.187,1.181,0.534,-1.182,-0.345,-0.479,1.732,1.142,0.338,0.050,0.327,-0.025,0.958,-0.701,0.342
Ryan Anderson 2017,0.408,-4.390,5.936,0.320,0.325,-3.175,-0.364,-0.075,-2.273,-0.138,-0.362,1.399,-0.034,1.958,-0.351,-1.112,0.700,-0.332,0.013,0.040,-0.542,0.527,-1.012,0.960
Giannis Antetokounmpo 2017,15.707,3.040,-0.515,-4.900,0.416,1.230,2.025,-1.774,1.791,0.303,2.247,-2.091,0.857,-0.040,-1.359,-0.029,-0.213,0.137,1.040,1.054,1.241,-0.165,-1.890,-1.012
Carmelo Anthony 2017,8.728,-5.046,-0.515,5.549,-0.499,-0.495,2.109,-0.475,-2.452,1.750,0.628,1.127,-0.299,0.347,1.164,-0.808,0.466,-1.548,0.704,-0.845,0.236,0.206,-0.633,-0.108
Trevor Ariza 2017,1.640,-4.358,6.562,-3.815,-2.105,0.882,-0.192,0.962,0.670,-0.141,-0.985,2.907,-0.064,0.079,1.598,0.037,0.295,0.967,-0.249,0.376,1.652,0.686,-0.232,1.210
Darrell Arthur 2017,-5.628,-1.085,1.591,0.398,1.282,0.584,2.987,0.544,-0.113,-0.280,0.248,-1.100,-0.355,1.673,0.204,-0.450,-1.399,0.658,1.396,0.390,-2.782,-0.087,0.040,0.400
D.J. Augustin 2017,-3.780,-5.073,-1.385,-0.832,-0.224,-1.585,-1.084,-1.438,-1.795,-0.227,1.395,0.119,0.042,0.254,-0.897,-0.899,0.093,0.342,-0.130,-0.434,0.865,-0.258,0.785,0.124
Luke Babbitt 2017,-6.364,-3.576,2.015,0.551,-1.051,-0.387,0.694,0.977,-1.963,-0.785,1.643,1.393,-1.776,2.903,-3.213,-1.729,-1.477,-0.190,-0.258,-1.317,-0.926,1.160,-2.015,-1.164
Ron Baker 2017,-7.132,-1.220,-2.168,-1.257,-1.665,0.038,1.267,-0.415,0.106,-0.096,-0.230,-0.461,-0.449,0.183,-0.293,0.806,-1.460,1.223,-0.489,-0.205,-0.330,0.528,0.892,-0.036
Leandro Barbosa 2017,-5.136,-2.109,-2.169,0.839,0.263,0.225,-0.459,-1.213,0.127,-1.127,1.226,0.518,0.972,0.214,0.180,-0.927,-0.343,0.053,1.971,-0.261,0.326,-0.155,-0.112,0.454
J.J. Barea 2017,-2.990,-4.545,-3.812,-0.375,4.000,-0.993,-0.874,1.946,-1.245,-1.521,0.700,-0.116,1.539,1.123,0.072,-0.127,-0.662,1.038,-0.356,-0.316,0.477,-0.583,0.465,-0.131
Harrison Barnes 2017,6.805,-1.913,-1.255,6.622,-1.237,-0.591,-1.022,-1.648,1.292,0.156,0.699,1.323,-0.002,-0.112,0.838,0.138,0.627,-0.955,0.222,0.590,0.085,1.255,-0.180,0.144
Matt Barnes 2017,-3.225,-0.665,1.426,-1.237,-1.228,-0.893,1.289,2.317,-1.425,-1.788,0.701,-0.052,0.102,-2.244,1.148,-0.315,-0.095,-0.339,-0.258,-1.048,0.641,-0.578,0.312,-0.927
Will Barton 2017,0.874,-2.249,-0.860,-0.917,1.094,-1.724,-0.583,0.143,0.206,0.242,0.263,-0.070,0.216,1.137,-0.349,-0.472,-0.113,0.154,-0.036,-0.160,0.509,-0.045,0.444,0.537
Brandon Bass 2017,-3.888,3.514,-0.248,1.541,5.150,0.845,-1.254,-1.609,0.238,0.309,0.011,-0.552,-1.785,0.205,1.148,0.000,0.725,-0.676,0.336,-1.799,0.606,0.296,-0.789,1.168
Nicolas Batum 2017,5.385,-4.405,-0.039,0.882,-0.871,1.439,0.583,1.225,-1.986,0.815,0.867,-0.100,-1.361,-0.025,1.715,1.762,-0.335,0.757,-1.209,0.259,0.904,0.390,0.025,1.181
Aron Baynes 2017,-3.025,6.461,-0.019,1.448,0.362,0.523,-1.413,-0.449,-2.921,0.911,-1.492,0.493,-1.174,0.015,-0.740,-0.262,-0.630,0.324,0.367,-0.255,0.264,-0.035,-0.263,-0.768
Kent Bazemore 2017,0.364,-2.538,0.159,-1.139,-3.069,1.287,1.725,-0.571,0.615,0.759,-0.327,-0.051,0.999,-0.818,-0.692,-0.330,-0.854,0.478,0.690,-0.399,0.325,0.389,0.549,0.350
Bradley Beal 2017,9.420,-6.645,3.150,2.059,0.969,-1.071,-1.216,-1.703,-0.001,0.876,-2.083,0.130,0.994,-0.119,-0.793,0.294,0.058,0.157,-0.263,-1.104,-0.463,1.000,0.478,-0.627
Michael Beasley 2017,-1.401,1.936,-1.253,2.895,2.048,0.078,-0.833,0.808,0.926,0.061,0.007,-1.036,-0.775,-0.015,-0.029,0.358,0.855,-0.302,1.066,-0.899,0.248,-0.103,0.172,0.923
Marco Belinelli 2017,-1.720,-3.555,1.902,2.094,0.921,0.920,0.704,-2.400,-0.670,-0.611,-0.112,-0.364,0.277,-0.935,0.127,-0.009,0.774,1.144,0.371,0.902,0.735,-0.171,0.938,0.048
Dragan Bender 2017,-8.274,0.074,0.409,0.789,-1.146,-1.381,0.625,1.576,-0.143,0.927,0.862,-1.514,-0.098,1.616,-0.604,0.785,1.283,0.938,0.435,1.409,1.107,1.331,-1.822,-1.846
Dāvis Bertāns 2017,-5.899,-0.921,4.309,-0.722,2.060,0.951,0.226,-0.469,0.739,-0.051,1.372,-1.181,0.408,-0.813,-0.484,1.478,-0.806,0.010,-0.216,0.046,-1.237,-1.193,-0.433,-0.203
Patrick Beverley 2017,1.014,-2.487,1.392,-3.957,-2.240,1.264,-0.879,2.650,-0.360,-0.714,-0.934,0.849,-0.469,1.197,-0.571,-1.590,0.730,-0.941,-0.825,0.061,-0.849,-0.458,0.227,-0.039
Bismack Biyombo 2017,-0.612,8.350,-0.430,-2.200,-1.851,-1.522,-0.543,-1.232,-2.444,2.792,0.816,-0.115,-0.233,-0.199,1.014,-0.277,0.823,0.778,-0.883,0.715,0.503,-0.019,1.787,0.320
Nemanja Bjelica 2017,-4.013,0.417,1.364,-0.987,-0.729,-0.600,-0.100,1.497,-0.083,-0.916,0.591,-0.174,-0.693,-1.028,-0.387,0.252,0.284,-1.538,1.189,0.112,0.001,-0.265,-0.638,-0.868
Tarik Black 2017,-2.709,6.485,-0.160,-1.462,-0.334,-1.576,0.133,-1.192,-0.859,0.225,-0.696,-0.212,-0.294,0.598,-0.026,-0.256,0.589,-0.421,0.594,-1.008,-1.713,0.081,-0.088,0.824
Eric Bledsoe 2017,8.234,-4.489,-3.638,-2.771,1.575,-0.892,0.814,-0.269,-0.895,0.678,0.095,-0.589,-0.534,-0.657,-0.660,-0.680,1.239,-0.199,-0.214,0.671,0.872,-0.749,-0.555,0.398
Bojan Bogdanović 2017,-0.321,-3.071,1.642,0.990,0.423,-3.777,0.168,-0.512,-0.287,-0.024,-0.388,-0.756,-0.165,-0.720,1.170,0.168,-0.548,0.066,-0.134,-0.818,0.658,0.748,0.011,-0.194
Andrew Bogut 2017,-5.050,7.238,-3.464,-3.424,-1.040,-0.112,1.191,5.487,-3.633,1.044,0.830,1.423,1.271,-1.362,2.242,0.323,1.878,-0.451,-0.671,-0.238,-1.079,2.501,0.751,-1.042
Devin Booker 2017,7.820,-5.642,-2.316,3.102,-2.779,-3.315,0.469,-1.840,-0.726,2.429,-1.073,-1.103,-0.236,-1.035,-0.011,0.022,1.244,-1.187,0.095,-0.481,0.130,-0.102,-0.353,-0.502
Trevor Booker 2017,1.557,3.533,-1.034,-1.552,-1.616,-0.274,-0.834,1.647,0.516,-2.532,0.050,0.549,-0.350,0.156,1.207,0.504,0.881,-0.828,1.143,-0.139,0.762,0.413,0.083,0.692
Avery Bradley 2017,2.502,-2.857,1.685,1.742,-1.367,-0.212,1.854,-0.188,0.921,-1.323,-2.501,0.518,1.757,1.147,1.141,-0.039,0.287,0.098,0.287,-0.660,0.734,0.575,1.131,-0.682
Corey Brewer 2017,-6.152,0.329,-0.107,-0.519,-0.770,0.391,-1.011,-0.083,1.044,0.102,-0.762,-0.450,-0.904,-0.136,-0.000,-0.842,-1.057,1.221,0.936,0.408,0.428,0.895,0.201,-0.588
Malcolm Brogdon 2017,0.195,-2.457,-0.766,-1.980,-0.717,0.497,-0.879,-0.901,0.594,-0.706,-0.644,-0.412,-0.309,0.538,-0.091,0.477,-0.222,-0.044,0.207,-1.065,-0.719,0.348,-1.008,-0.045
Aaron Brooks 2017,-6.185,-3.649,-3.398,-0.450,-0.232,-0.280,-2.033,0.517,-1.477,-0.041,0.923,0.176,0.301,1.716,-1.205,-1.771,0.155,0.708,0.786,-1.283,0.945,-0.091,0.334,-0.368
Jaylen Brown 2017,-3.547,0.547,0.388,-0.241,-1.357,-1.400,-0.889,-1.745,0.717,0.627,0.521,-0.699,-0.563,0.240,0.512,0.919,0.839,-0.283,0.170,-0.200,0.381,0.141,-0.068,-0.614
Nicolás Brussino 2017,-7.578,-0.562,0.986,0.160,1.346,0.857,-0.320,0.426,0.867,-0.750,0.947,-0.557,0.078,-0.467,0.181,2.067,1.138,0.288,-0.658,0.848,1.011,-1.601,-0.282,-0.315
Trey Burke 2017,-6.412,-3.317,-3.480,2.000,1.116,0.304,-1.458,-0.851,-0.612,-0.276,1.233,-0.881,0.847,2.059,-0.796,-0.050,0.388,-0.205,-0.441,-0.602,1.034,-0.018,0.265,0.011
Alec Burks 2017,-5.270,-0.452,-2.225,0.659,1.447,-1.088,0.099,0.720,0.181,0.313,0.976,1.354,-1.529,1.384,-1.281,-0.358,1.060,0.418,0.341,-0.366,1.469,1.625,-0.223,-0.877
Jimmy Butler 2017,14.119,-2.464,-1.440,-0.692,3.683,2.780,0.393,-2.993,1.298,0.522,1.058,2.264,-2.831,-0.897,-0.919,-0.537,0.625,0.378,-1.852,0.493,0.634,0.107,-1.392,-0.071
Kentavious Caldwell-Pope 2017,1.720,-4.974,2.229,0.875,-1.573,0.655,0.494,-1.208,0.405,0.974,-0.688,1.713,0.172,0.263,0.058,0.656,-0.797,0.140,-0.726,0.429,-0.166,0.557,-0.024,0.650
Isaiah Canaan 2017,-7.574,-2.246,-1.169,0.005,0.917,-0.004,-1.151,0.432,1.835,-0.326,1.046,1.118,0.143,-0.797,-0.832,-0.074,0.801,-0.319,-1.032,0.418,1.925,-0.413,-0.580,-1.185
Clint Capela 2017,3.931,8.845,0.665,-3.372,0.751,-2.587,-0.435,-2.148,0.976,-0.528,0.034,-0.032,3.686,1.031,1.347,0.043,-1.034,-1.021,0.645,-0.538,0.636,0.670,0.227,-1.806
DeMarre Carroll 2017,-1.346,-1.999,3.712,-1.026,-1.122,0.555,-0.421,0.610,0.718,-0.099,-0.620,1.506,-0.416,-0.483,-0.462,-0.974,-0.042,0.148,-0.456,0.229,0.689,-0.212,-0.074,0.790
Vince Carter 2017,-2.141,-2.710,2.905,-1.628,-0.156,1.078,-0.155,1.068,-1.008,-0.540,1.714,1.279,-0.234,-1.471,-1.053,-2.351,-0.333,-0.480,0.954,-0.853,0.352,-0.676,-0.970,-0.304
Michael Carter-Williams 2017,-4.104,0.433,-3.782,-0.725,-1.548,0.112,0.517,2.297,1.040,1.045,0.394,0.394,-0.615,-0.853,-0.837,0.227,0.044,0.219,-0.342,-0.262,0.080,0.127,0.460,-0.190
Willie Cauley-Stein 2017,-0.103,5.638,-1.020,0.530,0.001,0.021,-1.646,-0.630,0.575,1.226,-1.207,0.886,0.175,-0.999,0.136,1.215,-0.628,0.081,0.670,1.095,-0.024,-0.328,0.267,-0.267
Tyson Chandler 2017,-0.045,8.478,0.259,-4.778,2.068,-1.569,1.934,-0.999,-2.635,-1.332,0.732,2.126,1.076,-0.338,4.538,-1.023,1.418,-2.765,-1.222,-1.112,0.616,0.793,1.156,-0.132
Wilson Chandler 2017,3.362,-0.715,1.475,1.301,-0.955,-2.784,-0.675,0.697,-0.164,-0.760,-0.117,0.083,0.069,0.096,1.034,-0.147,0.064,-0.667,1.018,0.105,0.487,-0.413,0.064,0.321
Marquese Chriss 2017,-0.050,1.679,2.191,-1.072,-3.713,-1.109,0.942,-0.554,0.547,1.303,-0.760,-1.507,-0.112,-0.122,-1.019,0.179,0.492,-1.121,0.436,-0.535,0.121,-0.506,-1.103,-0.234
Semaj Christon 2017,-7.585,-1.481,-3.701,0.003,-2.010,0.229,-1.156,-0.381,-0.105,0.559,1.493,0.781,0.034,0.738,-0.353,0.300,-0.379,0.540,-0.715,-0.013,0.709,0.331,-0.390,-0.669
Ian Clark 2017,-3.580,-1.811,0.936,1.830,1.018,0.956,-2.804,-0.915,1.497,-0.106,-0.530,-0.601,0.029,0.106,-0.060,0.978,-0.273,0.271,0.064,-0.738,1.325,-0.259,1.257,-0.263
Jordan Clarkson 2017,2.157,-4.298,-1.681,0.723,-2.296,-2.292,-2.492,-0.006,0.816,0.387,-0.794,0.362,0.305,-0.112,0.170,0.724,0.125,-0.469,1.712,-0.240,0.674,-0.093,0.142,0.490
